MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,24.5,16.5,8.08,2.85,,7/26/24,,8.69,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,24.5,16.5,10.52,5.34,,7/26/24,,8.32,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,24.5,16.5,9.52,3.02,,7/26/24,,10.02,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,21.5,13.5,9.13,4.6,,7/26/24,,7.28,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,21.5,13.5,6.82,2.04,,7/26/24,,8.96,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,25,17,6.02,0,,7/29/24,,13.13,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,25,17,5.83,0,,7/29/24,,14.4,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,25,17,6.06,0,,7/29/24,,13.81,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,25,17,8.69,1.43,,7/29/24,,11.93,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,25,17,8.32,1.34,,7/29/24,,11.35,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,25,17,10.02,2.46,,7/29/24,,12.15,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,22,14,7.28,2.33,,7/29/24,,11.3,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,22,14,8.96,1.96,,7/29/24,,11.13,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,25.3,17.3,13.13,8.07,31.03,7/31/24,CAGE_REPLACEMENT,NA,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,25.3,17.3,14.4,10.37,26.83,7/31/24,CAGE_REPLACEMENT,NA,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,25.3,17.3,13.81,8.93,29.36,7/31/24,CAGE_REPLACEMENT,NA,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,25.3,17.3,11.93,9.11,26.84,7/31/24,CAGE_REPLACEMENT,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,25.3,17.3,11.35,8.39,29.02,7/31/24,CAGE_REPLACEMENT,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,25.3,17.3,12.15,6.83,32.6,7/31/24,CAGE_REPLACEMENT,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,22.3,14.3,11.3,6.7,27.7,7/31/24,CAGE_REPLACEMENT,NA,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,22.3,14.3,11.13,6.47,26.5,7/31/24,CAGE_REPLACEMENT,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,25.5,17.5,8.07,4.11,,8/2/24,,11,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,25.5,17.5,10.37,7.85,,8/2/24,,10.9,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,25.5,17.5,8.93,5.78,,8/2/24,,10.6,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,25.5,17.5,9.11,5.73,,8/2/24,,10,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,25.5,17.5,8.39,2.94,,8/2/24,,12.5,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,25.5,17.5,6.83,1.79,,8/2/24,,12,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,22.5,14.5,6.7,2.92,,8/2/24,,10.7,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,22.5,14.5,6.47,1.48,,8/2/24,,10.8,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,26,18,11,4.77,,8/5/24,,11.4,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,26,18,10.9,5.52,,8/5/24,,10.6,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,26,18,10.6,4.63,,8/5/24,,12,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,26,18,10,2.09,,8/5/24,,14.3,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,26,18,12.5,4.26,,8/5/24,,14.2,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,26,18,12,3.64,,8/5/24,,14.4,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,23,15,10.7,2.7,,8/5/24,,14.2,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,23,15,10.8,3.03,,8/5/24,,12.6,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,26.3,18.3,11.4,6.76,31.3,8/7/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,26.3,18.3,10.6,5.91,27,8/7/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,26.3,18.3,12,8.28,28,8/7/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,26.3,18.3,14.3,8.53,26.1,8/7/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,26.3,18.3,14.2,7.46,29.3,8/7/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,26.3,18.3,14.4,8.16,33.3,8/7/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,23.3,15.3,14.2,9.36,29.6,8/7/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,23.3,15.3,12.6,7.4,26.9,8/7/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,26.5,18.5,6.76,3.55,,8/9/24,,7.4,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,26.5,18.5,5.91,3.04,,8/9/24,,7.1,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,26.5,18.5,8.28,3.4,,8/9/24,,11.6,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,26.5,18.5,8.53,3.08,,8/9/24,,11.4,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,26.5,18.5,7.46,2.87,,8/9/24,,11.3,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,26.5,18.5,8.16,2.14,,8/9/24,,13.6,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,23.5,15.5,9.36,6.58,,8/9/24,,7.9,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,23.5,15.5,7.4,2.81,,8/9/24,,11.7,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,27,19,7.4,0.67,,8/12/24,,12.97,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,27,19,7.1,1.65,,8/12/24,,10.4,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,27,19,11.6,5.09,,8/12/24,,11.31,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,27,19,11.4,4.47,,8/12/24,,15.78,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,27,19,11.3,3.08,,8/12/24,,15.08,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,27,19,13.6,5.07,,8/12/24,,15.65,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,24,16,7.9,1.88,,8/12/24,,11.95,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,24,16,11.7,3.76,,8/12/24,,16.06,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,27.3,19.3,12.97,8.72,30.9,8/14/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,27.3,19.3,10.4,4.54,27.9,8/14/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,27.3,19.3,11.31,6.9,29.2,8/14/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,27.3,19.3,15.78,9.77,26.9,8/14/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,27.3,19.3,15.08,9.28,29.8,8/14/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,27.3,19.3,15.65,9.98,33.8,8/14/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,24.3,16.3,11.95,6.31,30.6,8/14/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,24.3,16.3,16.06,9.81,28.3,8/14/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,27.5,19.5,8.72,5.15,,8/16/24,,10.7,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,27.5,19.5,8.39,5.26,,8/16/24,,10.12,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,27.5,19.5,6.9,3.06,,8/16/24,,11.83,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,27.5,19.5,9.77,4.14,,8/16/24,,12.39,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,27.5,19.5,9.28,4.26,,8/16/24,,13.38,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,27.5,19.5,9.98,4.52,,8/16/24,,11.06,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,24.5,16.5,9.95,6.13,,8/16/24,,10.3,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,24.5,16.5,9.81,4.1,,8/16/24,,12.45,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,28,20,10.7,3.3,,8/19/24,,16.21,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,28,20,10.12,4.23,,8/19/24,,12.05,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,28,20,11.83,4.58,,8/19/24,,13.82,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,28,20,12.39,4.4,,8/19/24,,14.31,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,28,20,13.38,4.3,,8/19/24,,17.05,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,28,20,11.06,2.46,,8/19/24,,15.53,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,25,17,10.3,4.24,,8/19/24,,13,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,25,17,12.45,4.96,,8/19/24,,14.38,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,28.3,20.3,16.21,11.76,31.9,8/21/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,28.3,20.3,12.05,6.97,28.3,8/21/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,28.3,20.3,13.82,9.08,29.6,8/21/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,28.3,20.3,14.31,8.63,27.8,8/21/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,28.3,20.3,17.05,10.84,30.9,8/21/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,28.3,20.3,15.53,9.52,34.1,8/21/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,25.3,17.3,13,8.23,30.4,8/21/24,,,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,25.3,17.3,14.38,8.37,28.8,8/21/24,,,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,6A,L4,370-F,2/6/24,M,HFD,28.5,20.5,11.76,7.33,,8/23/24,,9.56,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,6A,M4,370-F,2/6/24,M,HFD,28.5,20.5,6.97,4.16,,8/23/24,,10.18,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,6A,N4,370-F,2/6/24,M,HFD,28.5,20.5,9.08,5.7,,8/23/24,,10.08,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,6A,H5,370-F,2/6/24,M,LFD,28.5,20.5,8.63,3.22,,8/23/24,,10.46,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,6A,I5,370-F,2/6/24,M,LFD,28.5,20.5,10.84,5.09,,8/23/24,,12.17,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,6A,J5,370-F,2/6/24,M,LFD,28.5,20.5,9.52,3.99,,8/23/24,,13.7,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,6A,L5,370-F,2/27/24,M,HFD,25.5,17.5,8.23,4.12,,8/23/24,,10.21,NO,D12451,24030401i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,6A,K5,370-F,2/27/24,M,LFD,25.5,17.5,8.37,2.76,,8/23/24,,11.22,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,,,,2/6/24,M,HFD,29,21,9.56,2.87,32.2,8/26/24,DAY_1_COLUMBUS_CALORIMETER,22.28,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,,,,2/6/24,M,HFD,29,21,10.18,3.3,28.4,8/26/24,DAY_1_COLUMBUS_CALORIMETER,22.16,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,,,,2/6/24,M,HFD,29,21,10.08,2.79,30.2,8/26/24,DAY_1_COLUMBUS_CALORIMETER,23,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,,,,2/6/24,M,LFD,29,21,10.46,2.52,28.6,8/26/24,DAY_1_COLUMBUS_CALORIMETER,20.32,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,,,,2/6/24,M,LFD,29,21,12.17,3.53,31.3,8/26/24,DAY_1_COLUMBUS_CALORIMETER,22.65,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,,,,2/6/24,M,LFD,29,21,13.7,5.21,34.4,8/26/24,DAY_1_COLUMBUS_CALORIMETER,20,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,,,,2/27/24,M,HFD,26,18,10.21,5.7,29.7,8/26/24,DAY_1_COLUMBUS_CALORIMETER,23.06,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,,,,2/27/24,M,LFD,26,18,11.22,2.42,29.2,8/26/24,DAY_1_COLUMBUS_CALORIMETER,18.51,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,,,,2/6/24,M,HFD,29.3,21.3,,,,8/28/24,DAY_3_COLUMBUS_CALORIMETER,NA,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,,,,2/6/24,M,HFD,29.3,21.3,,,,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NA,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,,,,2/6/24,M,HFD,29.3,21.3,,,,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NA,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,,,,2/6/24,M,LFD,29.3,21.3,,,,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,,,,2/6/24,M,LFD,29.3,21.3,,,,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,,,,2/6/24,M,LFD,29.3,21.3,,,,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,,,,2/27/24,M,HFD,26.3,18.3,,,,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NA,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,,,,2/27/24,M,LFD,26.3,18.3,,,,8/26/24,DAY_3_COLUMBUS_CALORIMETER,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444017,C57BL/6J,4017,,,,2/6/24,M,HFD,29.5,21.5,22.28,5.66,35.31,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NA,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444018,C57BL/6J,4018,,,,2/6/24,M,HFD,29.5,21.5,22.16,8.26,30.13,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NA,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444019,C57BL/6J,4019,,,,2/6/24,M,HFD,29.5,21.5,23,13.31,25.92,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NA,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444020,C57BL/6J,4020,,,,2/6/24,M,LFD,29.5,21.5,20.32,0.92,31.89,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444021,C57BL/6J,4021,,,,2/6/24,M,LFD,29.5,21.5,22.65,5.54,33,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002444022,C57BL/6J,4022,,,,2/6/24,M,LFD,29.5,21.5,20,5.62,35.62,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447858,C57BL/6J,7858,,,,2/27/24,M,HFD,26.5,18.5,23.06,8.41,30.21,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NA,NO,D12451,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447859,C57BL/6J,7859,,,,2/27/24,M,LFD,26.5,18.5,18.51,2.6,33.28,8/30/24,DAY_5_COLUMBUS_CALORIMETER,NA,NO,D12450Hi,24031808i ,JACKSON_LABORATORIES,664,,,2303-40942A
